,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
2258,28,0,2,857,1,10,3,4,2259,3,0,59,3,2,6,3,2,3660,7909,3,0,13,3,4,0,10,4,4,8,7,1,7
2259,44,1,2,1376,0,1,2,3,2260,2,1,91,2,3,1,1,1,10482,2326,9,0,14,3,4,1,24,1,3,20,6,3,6
2260,33,0,2,654,1,5,3,1,2261,4,1,34,2,3,0,4,0,7119,21214,4,0,15,3,3,1,9,2,3,3,2,1,2
2261,35,1,2,1204,2,4,3,5,2262,4,1,86,3,3,7,1,2,9582,10333,0,1,22,4,1,0,9,2,3,8,7,4,7
2262,33,1,1,827,1,29,4,3,2263,1,0,54,2,2,6,3,2,4508,3129,1,0,22,4,2,0,14,4,3,13,7,3,8
2263,28,0,2,895,1,15,2,1,2264,1,1,50,3,1,2,3,0,2207,22482,1,0,16,3,4,1,4,5,2,4,2,2,2
2264,34,0,1,618,1,3,1,1,2265,1,1,45,3,2,0,4,2,7756,22266,0,0,17,3,3,0,7,1,2,6,2,0,4
2265,37,0,2,309,2,10,4,1,2266,4,0,88,2,2,7,4,0,6694,24223,2,1,14,3,3,3,8,5,3,1,0,0,0
2266,25,1,2,1219,1,4,1,5,2267,4,1,32,3,1,2,4,1,3691,4605,1,1,15,3,2,1,7,3,4,7,7,5,6
2267,26,1,2,1330,1,21,3,3,2268,1,1,37,3,1,2,3,0,2377,19373,1,0,20,4,3,1,1,0,2,1,1,0,0
2268,33,1,2,1017,1,25,3,3,2269,1,1,55,2,1,6,2,2,2313,2993,4,1,20,4,2,0,5,0,3,2,2,2,2
2269,42,0,2,469,1,2,2,3,2270,4,1,35,3,4,3,1,1,17665,14399,0,0,17,3,4,1,23,3,3,22,6,13,7
2270,28,1,1,1009,1,1,3,3,2271,1,1,45,2,1,2,2,0,2596,7160,1,0,15,3,1,2,1,2,3,1,0,0,0
2271,50,1,1,959,2,1,4,4,2272,4,1,81,3,2,7,3,2,4728,17251,3,1,14,3,4,0,5,4,3,0,0,0,0
2272,33,0,1,970,2,7,3,1,2273,4,0,30,3,2,7,2,1,4302,13401,0,0,17,3,3,1,4,3,3,3,2,0,2
2273,34,0,0,697,1,3,4,1,2274,3,1,40,2,1,6,4,1,2979,22478,3,0,17,3,4,3,6,2,3,0,0,0,0
2274,48,0,0,1262,1,1,4,3,2275,1,1,35,4,4,3,4,2,16885,16154,2,0,22,4,3,0,27,3,2,5,4,2,1
2275,45,0,0,1050,2,9,4,1,2276,2,0,65,2,2,7,3,1,5593,17970,1,0,13,3,4,1,15,2,3,15,10,4,12
2276,52,0,2,994,1,7,4,1,2277,2,1,87,3,3,0,2,2,10445,15322,7,0,19,3,4,0,18,4,3,8,6,4,0
2277,38,0,2,770,2,10,4,2,2278,3,1,73,2,3,7,3,0,8740,5569,0,1,14,3,2,2,9,2,3,8,7,2,7
2278,29,0,2,1107,1,28,4,1,2279,3,0,93,3,1,6,4,0,2514,26968,4,0,22,4,1,1,11,1,3,7,5,1,7
2279,28,0,2,950,1,3,3,3,2280,4,0,93,3,3,4,2,0,7655,8039,0,0,17,3,2,3,10,3,2,9,7,1,7
2280,46,0,2,406,2,3,1,2,2281,1,1,52,3,4,3,3,1,17465,15596,3,0,12,3,4,1,23,3,3,12,9,4,9
2281,38,0,2,130,2,2,2,2,2282,4,1,32,3,3,7,2,2,7351,20619,7,0,16,3,3,0,10,2,3,1,0,0,0
2282,43,0,1,1082,1,27,3,1,2283,3,0,83,3,3,4,1,1,10820,11535,8,0,11,3,3,1,18,1,3,8,7,0,1
2283,39,1,1,203,1,2,3,1,2284,1,1,84,3,4,0,4,0,12169,13547,7,0,11,3,4,3,21,4,3,18,7,11,5
2284,40,0,2,1308,1,14,3,3,2285,3,1,44,2,5,5,3,2,19626,17544,1,0,14,3,1,0,21,2,4,20,7,4,9
2285,21,0,2,984,1,1,1,5,2286,4,0,70,2,1,6,2,2,2070,25326,1,1,11,3,3,0,2,6,4,2,2,2,2
2286,39,0,0,439,1,9,3,1,2287,3,1,70,3,2,2,2,2,6782,8770,9,0,15,3,3,0,9,2,2,5,4,0,3
2287,36,0,0,217,1,18,4,1,2288,1,1,78,3,2,4,4,2,7779,23238,2,0,20,4,1,0,18,0,3,11,9,0,9
2288,31,0,1,793,2,20,3,1,2289,3,1,67,4,1,8,4,1,2791,21981,0,0,12,3,1,1,3,4,3,2,2,2,2
2289,28,0,2,1451,1,2,1,1,2290,1,1,67,2,1,6,2,1,3201,19911,0,0,17,3,1,0,6,2,1,5,3,0,4
2290,35,0,1,1182,2,11,2,2,2291,4,1,54,3,2,7,4,0,4968,18500,1,0,11,3,4,1,5,3,3,5,2,0,2
2291,49,0,2,174,2,8,4,5,2292,4,1,56,2,4,7,2,1,13120,11879,6,0,17,3,2,1,22,3,3,9,8,2,3
2292,34,0,1,1003,1,2,2,1,2293,4,1,95,3,2,4,3,2,4033,15834,2,0,11,3,4,0,5,3,2,3,2,0,2
2293,29,0,1,490,1,10,3,1,2294,4,0,61,3,1,6,2,0,3291,17940,0,0,14,3,4,2,8,2,2,7,5,1,1
2294,42,0,2,188,1,29,3,3,2295,2,1,56,1,2,2,4,2,4272,9558,4,0,19,3,1,0,16,3,3,1,0,0,0
2295,29,0,2,718,1,8,1,3,2296,2,1,79,2,2,4,4,1,5056,17689,1,1,15,3,3,1,10,2,2,10,7,1,2
2296,38,0,2,433,0,1,3,0,2297,3,1,37,4,1,1,3,1,2844,6004,1,0,13,3,4,1,7,2,4,7,6,5,0
2297,28,0,1,773,1,6,3,1,2298,3,1,39,2,1,6,3,0,2703,22088,1,1,14,3,4,1,3,2,3,3,1,0,2
2298,18,1,0,247,1,8,1,3,2299,3,1,80,3,1,2,3,2,1904,13556,1,0,12,3,4,0,0,0,3,0,0,0,0
2299,33,1,2,603,2,9,4,2,2300,1,0,77,3,2,7,1,2,8224,18385,0,1,17,3,1,0,6,3,3,5,2,0,3
2300,41,0,2,167,1,12,4,1,2301,2,1,46,3,1,2,4,1,4766,9051,3,1,11,3,1,1,6,4,3,1,0,0,0
2301,31,1,1,874,1,15,3,3,2302,3,1,72,3,1,2,3,1,2610,6233,1,0,12,3,3,1,2,5,2,2,2,2,2
2302,37,0,2,367,1,25,2,3,2303,3,0,52,2,2,0,4,0,5731,17171,7,0,13,3,3,2,9,2,3,6,2,1,3
2303,27,0,2,199,1,6,3,1,2304,4,1,55,2,1,6,3,1,2539,7950,1,0,13,3,3,1,4,0,3,4,2,2,2
2304,34,0,2,1400,2,9,1,1,2305,2,0,70,3,2,7,3,1,5714,5829,1,0,20,4,1,0,6,3,2,6,5,1,3
2305,35,0,2,528,0,8,4,5,2306,3,1,100,3,1,1,3,2,4323,7108,1,0,17,3,2,0,6,2,1,5,4,1,4
2306,29,1,2,408,2,23,1,1,2307,4,0,45,2,3,7,1,1,7336,11162,1,0,13,3,1,1,11,3,1,11,8,3,10
2307,40,0,1,593,1,9,4,3,2308,2,0,88,3,3,5,3,2,13499,13782,9,0,17,3,3,0,20,3,2,18,7,2,13
2308,42,1,1,481,2,12,3,1,2309,3,1,44,3,4,7,1,2,13758,2447,0,1,12,3,2,0,22,2,2,21,9,13,14
2309,42,0,2,647,2,4,4,2,2310,2,1,45,3,2,7,1,2,5155,2253,7,0,13,3,4,0,9,3,4,6,4,1,5
2310,35,0,2,982,1,1,4,3,2311,4,1,58,2,1,2,3,1,2258,16340,6,0,12,3,2,1,10,2,3,8,0,1,7
2311,24,0,2,477,1,24,3,3,2312,4,1,49,3,1,2,2,2,3597,6409,8,0,22,4,4,0,6,2,3,4,3,1,2
2312,28,1,2,1485,1,12,1,1,2313,3,0,79,3,1,2,4,1,2515,22955,1,1,11,3,4,0,1,4,2,1,1,0,0
2313,26,0,2,1384,1,3,4,3,2314,1,1,82,4,1,2,4,1,4420,13421,1,0,22,4,2,1,8,2,3,8,7,0,7
2314,30,0,2,852,2,10,3,2,2315,3,1,72,2,2,7,3,1,6578,2706,1,0,18,3,1,1,10,3,3,10,3,1,4
2315,40,0,1,902,1,26,2,3,2316,3,0,92,2,2,6,4,1,4422,21203,3,1,13,3,4,1,16,3,1,1,1,0,0
2316,35,0,2,819,1,2,3,1,2317,3,1,44,2,3,4,2,0,10274,19588,2,0,18,3,2,1,15,2,4,7,7,6,4
2317,34,0,1,669,1,1,3,3,2318,4,1,97,2,2,0,1,2,5343,25755,0,0,20,4,3,0,14,3,3,13,9,4,9
2318,35,0,1,636,1,4,4,4,2319,4,1,47,2,1,2,4,1,2376,26537,1,0,13,3,2,1,2,2,4,2,2,2,2
2319,43,1,2,1372,2,9,3,2,2320,1,0,85,1,2,7,3,2,5346,9489,8,0,13,3,2,0,7,2,2,4,3,1,3
2320,32,0,0,862,2,2,1,1,2321,3,0,76,3,1,8,1,0,2827,14947,1,0,12,3,3,3,1,3,3,1,0,0,0
2321,56,0,2,718,1,4,4,5,2322,4,0,92,3,5,3,1,0,19943,18575,4,0,13,3,4,1,28,2,3,5,2,4,2
2322,29,0,2,1401,1,6,1,3,2323,2,0,54,3,1,2,4,1,3131,26342,1,0,13,3,1,1,10,5,3,10,8,0,8
2323,19,0,2,645,1,9,2,1,2324,3,1,54,3,1,6,1,2,2552,7172,1,0,25,4,3,0,1,4,3,1,1,0,0
2324,45,0,2,1457,1,7,3,3,2325,1,0,83,3,1,6,3,1,4477,20100,4,1,19,3,3,1,7,2,2,3,2,0,2
2325,37,0,2,977,1,1,3,1,2326,4,0,56,2,2,4,4,1,6474,9961,1,0,13,3,2,1,14,2,2,14,8,3,11
2326,20,0,2,805,1,3,3,1,2327,1,1,87,2,1,2,3,2,3033,12828,1,0,12,3,1,0,2,2,2,2,2,1,2
2327,44,1,2,1097,1,10,4,1,2328,3,1,96,3,1,6,3,2,2936,10826,1,1,11,3,3,0,6,4,3,6,4,0,2
2328,53,0,2,1223,1,7,2,3,2329,4,0,50,3,5,3,3,0,18606,18640,3,0,18,3,2,1,26,6,3,7,7,4,7
2329,29,0,2,942,1,15,1,1,2330,2,0,69,1,1,6,4,1,2168,26933,0,1,18,3,1,1,6,2,2,5,4,1,3
2330,22,1,1,1256,1,3,4,1,2331,3,1,48,2,1,6,4,1,2853,4223,0,1,11,3,2,1,1,5,3,0,0,0,0
2331,46,0,2,1402,2,2,3,2,2332,3,0,69,3,4,3,1,1,17048,24097,8,0,23,4,1,0,28,2,3,26,15,15,9
2332,44,0,0,111,1,17,3,1,2333,4,1,74,1,1,6,3,2,2290,4279,2,0,13,3,4,0,6,3,3,0,0,0,0
2333,33,0,2,147,0,2,3,0,2334,2,1,99,3,1,1,3,1,3600,8429,1,0,13,3,4,1,5,2,3,5,4,1,4
2334,41,1,0,906,1,5,2,1,2335,1,1,95,2,1,6,1,0,2107,20293,6,0,17,3,1,1,5,2,1,1,0,0,0
2335,30,0,2,1329,2,29,4,1,2336,3,1,61,3,2,7,1,0,4115,13192,8,0,19,3,3,3,8,3,3,4,3,0,3
2336,40,0,1,1184,2,2,4,3,2337,2,1,62,3,2,7,2,1,4327,25440,5,0,12,3,4,3,5,2,3,0,0,0,0
2337,50,0,1,1421,1,2,3,3,2338,4,0,30,3,4,3,1,1,17856,9490,2,0,22,4,3,1,32,3,3,2,2,2,2
2338,28,0,2,1179,1,19,4,3,2339,4,1,78,2,1,2,1,1,3196,12449,1,0,12,3,3,3,6,2,3,6,5,3,3
2339,46,0,2,1450,1,15,2,1,2340,4,1,52,3,5,5,2,1,19081,10849,5,0,11,3,1,1,25,2,3,4,2,0,3
2340,35,0,2,1361,2,17,4,1,2341,3,1,94,3,2,7,1,1,8966,21026,3,1,15,3,4,3,15,2,3,7,7,1,7
2341,24,1,2,984,1,17,2,1,2342,4,0,97,3,1,2,2,1,2210,3372,1,0,13,3,1,1,1,3,1,1,0,0,0
2342,33,0,1,1146,2,25,3,3,2343,2,0,82,3,2,7,3,1,4539,4905,1,0,12,3,1,1,10,3,2,10,7,0,1
2343,36,0,2,917,1,6,4,1,2344,3,1,60,1,1,2,3,0,2741,6865,1,0,14,3,3,1,7,4,3,7,7,1,7
2344,30,0,2,853,1,7,4,1,2345,3,1,49,3,2,2,3,0,3491,11309,1,0,13,3,1,3,10,4,2,10,7,8,9
2345,44,0,2,200,1,29,4,4,2346,4,1,32,3,2,6,4,2,4541,7744,1,0,25,4,2,0,20,3,3,20,11,13,17
2346,20,0,2,654,2,21,3,2,2347,3,1,43,4,1,8,4,2,2678,5050,1,0,17,3,4,0,2,2,3,2,1,2,2
2347,46,0,2,150,1,2,4,5,2348,4,1,60,3,2,4,4,0,7379,17433,2,0,11,3,3,1,12,3,2,6,3,1,4
2348,42,0,0,179,0,2,5,3,2349,4,1,79,4,2,1,1,1,6272,12858,7,0,16,3,1,1,10,3,4,4,3,0,3
2349,60,0,2,696,2,7,4,2,2350,2,1,52,4,2,7,4,0,5220,10893,0,1,18,3,2,1,12,3,3,11,7,1,9
2350,32,0,1,116,1,13,3,4,2351,3,0,77,2,1,2,2,1,2743,7331,1,0,20,4,3,1,2,2,3,2,2,2,2
2351,32,0,1,1316,1,2,2,1,2352,4,0,38,3,2,6,3,2,4998,2338,4,1,14,3,4,0,10,2,3,8,7,0,7
2352,36,0,2,363,1,1,3,5,2353,3,0,77,1,3,4,1,0,10252,4235,2,1,21,4,3,1,17,2,3,7,7,7,7
2353,33,0,2,117,1,9,3,3,2354,1,1,60,3,1,6,4,1,2781,6311,0,0,13,3,2,1,15,5,3,14,10,4,10
2354,40,0,2,107,2,10,3,5,2355,2,0,84,2,2,7,2,0,6852,11591,7,0,12,3,2,1,7,2,4,5,1,1,3
2355,25,0,2,1356,2,10,4,1,2356,3,1,57,3,2,7,4,2,4950,20623,0,0,14,3,2,0,5,4,3,4,3,1,1
2356,30,0,2,1465,1,1,3,3,2357,4,1,63,3,1,6,2,1,3579,9369,0,1,21,4,1,1,12,2,3,11,9,5,7
2357,42,0,1,458,1,26,5,3,2358,1,0,60,3,3,5,1,1,13191,23281,3,1,17,3,3,0,20,6,3,1,0,0,0
2358,35,0,0,1212,2,8,2,2,2359,3,0,78,2,3,7,4,1,10377,13755,4,1,11,3,2,1,16,6,2,13,2,4,12
2359,27,0,2,1103,1,14,3,1,2360,1,1,42,3,1,6,1,1,2235,14377,1,1,14,3,4,2,9,3,2,9,7,6,8
2360,54,0,1,966,1,1,4,1,2361,4,0,53,3,3,4,3,0,10502,9659,7,0,17,3,1,1,33,2,1,5,4,1,4
2361,44,0,2,1117,1,2,1,1,2362,1,0,72,4,1,6,4,1,2011,19982,1,0,13,3,4,1,10,5,3,10,5,7,7
2362,19,1,0,504,1,10,3,3,2363,1,0,96,2,1,6,2,2,1859,6148,1,1,25,4,2,0,1,2,4,1,1,0,0
2363,29,0,2,1010,1,1,3,1,2364,1,0,97,3,1,6,4,0,3760,5598,1,0,15,3,1,3,3,5,3,3,2,1,2
2364,54,0,2,685,1,3,3,1,2365,4,1,85,3,4,5,4,1,17779,23474,3,0,14,3,1,0,36,2,3,10,9,0,9
2365,31,0,2,1332,1,11,2,3,2366,3,1,80,3,2,0,1,1,6833,17089,1,1,12,3,4,0,6,2,2,6,5,0,1
2366,31,0,2,1062,1,24,3,3,2367,3,0,96,2,2,0,1,2,6812,17198,1,0,19,3,2,0,10,2,3,10,9,1,8
2367,59,0,2,326,2,3,3,1,2368,3,0,48,2,2,7,4,2,5171,16490,5,0,17,3,4,0,13,2,3,6,1,0,5
2368,43,0,2,920,1,3,3,1,2369,3,1,96,1,5,5,4,1,19740,18625,3,0,14,3,2,1,25,2,3,8,7,0,7
2369,49,0,2,1098,1,4,2,3,2370,1,1,85,2,5,3,3,1,18711,12124,2,0,13,3,3,1,23,2,4,1,0,0,0
2370,36,0,1,469,1,3,3,5,2371,3,1,46,3,1,6,2,1,3692,9256,1,0,12,3,3,0,12,2,2,11,10,0,7
2371,48,0,2,969,1,2,2,5,2372,4,1,76,4,1,2,2,2,2559,16620,5,0,11,3,3,0,7,4,2,1,0,0,0
2372,27,0,2,1167,1,4,2,1,2373,1,1,76,3,1,6,3,0,2517,3208,1,0,11,3,2,3,5,2,3,5,3,0,3
2373,29,0,2,1329,1,7,3,1,2374,3,1,82,3,2,0,4,0,6623,4204,1,1,11,3,2,2,6,2,3,6,0,1,0
2374,48,0,2,715,1,1,3,1,2375,4,1,76,2,5,5,4,2,18265,8733,6,0,12,3,3,0,25,3,4,1,0,0,0
2375,29,0,2,694,1,1,3,1,2376,4,0,87,2,4,5,4,0,16124,3423,3,0,14,3,2,2,9,2,2,7,7,1,7
2376,34,0,2,1320,1,20,3,5,2377,3,0,89,4,1,6,3,1,2585,21643,0,0,17,3,4,0,2,5,2,1,0,0,0
2377,44,0,2,1099,2,5,3,2,2378,2,1,88,3,5,3,2,1,18213,8751,7,0,11,3,3,1,26,5,3,22,9,3,10
2378,33,0,2,536,2,10,5,2,2379,4,1,82,4,3,7,3,0,8380,21708,0,1,14,3,4,2,10,3,3,9,8,0,8
2379,19,0,2,265,1,25,3,1,2380,2,0,57,4,1,6,4,2,2994,21221,1,1,12,3,4,0,1,2,3,1,0,0,1
2380,23,0,2,373,1,1,2,1,2381,4,1,47,3,1,6,3,1,1223,16901,1,0,22,4,4,1,1,2,3,1,0,0,1
2381,25,1,1,599,2,24,1,1,2382,3,1,73,1,1,8,4,2,1118,8040,1,1,14,3,4,0,1,4,3,1,0,1,0
2382,26,0,2,583,1,4,2,1,2383,3,1,53,3,1,6,4,2,2875,9973,1,1,20,4,2,0,8,2,2,8,5,2,2
2383,45,1,2,1449,2,2,3,2,2384,1,0,94,1,5,3,2,2,18824,2493,2,1,16,3,1,0,26,2,3,24,10,1,11
2384,55,0,0,177,1,8,1,3,2385,4,1,37,2,4,0,2,0,13577,25592,1,1,15,3,4,1,34,3,3,33,9,15,0
2385,21,1,1,251,1,10,2,1,2386,1,0,45,2,1,2,3,2,2625,25308,1,0,20,4,3,0,2,2,1,2,2,2,2
2386,46,0,2,168,2,4,2,2,2387,4,0,33,2,5,3,2,1,18789,9946,2,0,14,3,3,1,26,2,3,11,4,0,8
2387,34,0,2,131,2,2,3,2,2388,3,0,86,3,2,7,1,2,4538,6039,0,1,12,3,4,0,4,3,3,3,2,0,2
2388,51,0,1,237,2,9,3,1,2389,4,1,83,3,5,3,2,0,19847,19196,4,1,24,4,1,1,31,5,2,29,10,11,10
2389,59,0,2,1429,1,18,4,3,2390,4,1,67,3,3,4,4,2,10512,20002,6,0,12,3,4,0,25,6,2,9,7,5,4
2390,34,0,1,135,1,19,3,3,2391,3,0,46,3,2,2,2,0,4444,22534,4,0,13,3,3,2,15,2,4,11,8,5,10
2391,28,0,1,791,1,1,4,3,2392,4,1,44,3,1,2,3,2,2154,6842,0,1,11,3,3,0,5,2,2,4,2,0,2
2392,44,0,2,1199,1,4,2,1,2393,3,1,92,4,5,3,1,0,19190,17477,1,0,14,3,4,2,26,4,2,25,9,14,13
2393,34,0,1,648,0,11,3,1,2394,3,1,56,2,2,1,2,1,4490,21833,4,0,11,3,4,2,14,5,4,10,9,1,8
2394,35,0,2,735,1,6,1,1,2395,3,1,66,3,1,6,3,1,3506,6020,0,1,14,3,4,0,4,3,3,3,2,2,2
2395,42,0,2,603,1,7,4,3,2396,2,0,78,4,2,6,2,1,2372,5628,6,1,16,3,4,0,18,2,3,1,0,0,0
2396,43,0,2,531,2,4,4,2,2397,4,0,56,2,3,7,4,2,10231,20364,3,0,14,3,4,0,23,3,4,21,7,15,17
2397,36,0,2,429,1,2,4,1,2398,3,0,53,3,2,4,2,2,5410,2323,9,1,11,3,4,0,18,2,3,16,14,5,12
2398,44,1,2,621,1,15,3,3,2399,1,0,73,3,3,0,4,1,7978,14075,1,0,11,3,4,1,10,2,3,10,7,0,5
2399,28,0,1,193,1,2,3,1,2400,4,1,52,2,1,2,4,1,3867,14222,1,1,12,3,2,1,2,2,3,2,2,2,2
2400,51,0,1,968,1,6,2,3,2401,2,0,40,2,1,2,3,2,2838,4257,0,0,14,3,2,0,8,6,2,7,0,7,7
2401,30,0,0,879,1,9,2,3,2402,3,0,72,3,2,4,3,2,4695,12858,7,1,18,3,3,0,10,3,3,8,4,1,7
2402,29,1,2,806,1,7,3,5,2403,2,0,39,3,1,2,3,0,3339,17285,3,1,13,3,1,2,10,2,3,7,7,7,7
2403,28,0,2,640,1,1,3,5,2404,4,1,84,3,1,6,1,2,2080,4732,2,0,11,3,2,0,5,2,2,3,2,1,2
2404,25,0,2,266,1,1,3,3,2405,4,0,40,3,1,6,2,2,2096,18830,1,0,18,3,4,0,2,3,2,2,2,2,1
2405,32,0,2,604,2,8,3,3,2406,3,1,56,4,2,7,4,1,6209,11693,1,0,15,3,3,2,10,4,4,10,7,0,8
2406,45,0,1,364,1,25,3,3,2407,2,0,83,3,5,3,2,2,18061,13035,3,0,22,4,3,0,22,4,3,0,0,0,0
2407,39,0,2,412,1,13,4,3,2408,3,0,94,2,4,3,2,0,17123,17334,6,1,13,3,4,2,21,4,3,19,9,15,2
2408,58,0,2,848,1,23,4,1,2409,1,1,88,3,1,6,3,0,2372,26076,1,0,12,3,4,2,2,3,3,2,2,2,2
2409,32,1,2,1089,1,7,2,1,2410,4,1,79,3,2,2,3,1,4883,22845,1,0,18,3,1,1,10,3,3,10,4,1,1
2410,39,1,2,360,1,23,3,3,2411,3,1,93,3,1,6,1,2,3904,22154,0,0,13,3,1,0,6,2,3,5,2,0,3
2411,30,0,2,1138,1,6,3,5,2412,1,0,48,2,2,2,4,1,4627,23631,0,0,12,3,1,1,10,6,3,9,2,6,7
2412,36,0,2,325,1,10,4,5,2413,4,0,63,3,3,0,3,1,7094,5747,3,0,12,3,1,0,10,0,3,7,7,1,7
2413,46,0,2,991,0,1,2,1,2414,4,0,44,3,1,1,1,2,3423,22957,6,0,12,3,3,0,10,3,4,7,6,5,7
2414,28,0,0,1476,1,1,3,1,2415,3,0,55,1,2,2,4,1,6674,16392,0,0,11,3,1,3,10,6,3,9,8,7,5
2415,50,0,2,1322,1,28,3,1,2416,4,0,43,3,4,5,1,1,16880,22422,4,1,11,3,2,0,25,2,3,3,2,1,2
2416,40,1,2,299,2,25,4,2,2417,4,1,57,2,3,7,2,2,9094,17235,2,1,12,3,3,0,9,2,3,5,4,1,0
2417,52,1,2,1030,2,5,3,1,2418,2,1,64,3,3,7,2,2,8446,21534,9,1,19,3,3,0,10,2,2,8,7,7,7
2418,30,0,2,634,1,17,4,3,2419,2,0,95,3,3,3,1,1,11916,25927,1,1,23,4,4,2,9,2,3,9,1,0,8
2419,39,0,2,524,1,18,2,1,2420,1,1,32,3,2,4,3,2,4534,13352,0,0,11,3,1,0,9,6,3,8,7,1,7
2420,31,0,0,587,2,2,4,1,2421,4,0,57,3,3,7,3,0,9852,8935,1,1,19,3,1,1,10,5,2,10,8,9,6
2421,41,0,0,256,2,10,2,3,2422,3,1,40,1,2,7,2,2,6151,22074,1,0,13,3,1,0,19,4,3,19,2,11,9
2422,31,1,1,1060,2,1,3,1,2423,4,0,54,3,1,8,2,2,2302,8319,1,1,11,3,1,0,3,2,4,3,2,2,2
2423,44,1,2,935,1,3,3,1,2424,1,1,89,3,1,2,1,1,2362,14669,4,0,12,3,3,0,10,4,4,3,2,1,2
2424,42,0,0,495,1,2,1,1,2425,3,1,37,3,4,3,3,1,17861,26582,0,1,13,3,4,0,21,3,2,20,8,2,10
2425,55,0,2,282,1,2,2,3,2426,4,0,58,1,5,3,3,1,19187,6992,4,0,14,3,4,1,23,5,3,19,9,9,11
2426,56,0,2,206,0,8,4,1,2427,4,1,99,3,5,3,2,2,19717,4022,6,0,14,3,1,0,36,4,3,7,3,7,7
2427,40,0,0,458,1,16,2,1,2428,3,1,74,3,1,6,3,0,3544,8532,9,0,16,3,2,1,6,0,3,4,2,0,0
2428,34,0,2,943,1,9,3,1,2429,4,1,86,3,3,0,4,0,8500,5494,0,0,11,3,4,1,10,0,2,9,7,1,6
2429,40,0,2,523,1,2,3,1,2430,3,1,98,3,2,6,4,2,4661,22455,1,0,13,3,3,0,9,4,3,9,8,8,8
2430,41,0,1,1018,2,1,3,2,2431,3,0,66,3,2,7,1,0,4103,4297,0,0,17,3,4,1,10,2,3,9,3,1,7
2431,35,0,1,482,1,4,4,1,2432,3,1,87,3,2,6,3,2,4249,2690,1,1,11,3,2,0,9,3,3,9,6,1,1
2432,51,0,2,770,0,5,3,1,2433,3,1,84,3,4,3,2,0,14026,17588,1,1,11,3,2,1,33,2,3,33,9,0,10
2433,38,0,2,1009,2,2,2,1,2434,2,0,31,3,2,7,1,0,6893,19461,3,0,15,3,4,1,11,3,3,7,7,1,7
2434,34,0,2,507,2,15,2,3,2435,3,0,66,3,2,7,1,2,6125,23553,1,0,12,3,4,0,10,6,4,10,8,9,6
2435,25,0,2,882,1,19,1,3,2436,4,1,67,3,1,2,4,1,3669,9075,3,0,11,3,3,3,7,6,2,3,2,1,2
2436,58,1,2,601,1,7,4,3,2437,3,0,53,2,3,4,1,1,10008,12023,7,1,14,3,4,0,31,0,2,10,9,5,9
2437,40,0,2,329,1,1,4,1,2438,2,1,88,3,1,2,2,1,2387,6762,3,0,22,4,3,1,7,3,3,4,2,0,3
2438,36,0,1,607,2,7,3,2,2439,1,0,83,4,2,7,1,1,4639,2261,2,0,16,3,4,1,17,2,2,15,7,6,13
2439,48,0,2,855,1,4,3,1,2440,4,1,54,3,3,4,4,2,7898,18706,1,0,11,3,3,0,11,2,3,10,9,0,8
2440,27,0,2,1291,2,11,3,3,2441,3,0,98,4,1,8,4,1,2534,6527,8,0,14,3,2,1,5,4,3,1,0,0,0
2441,51,0,2,1405,1,11,2,5,2442,4,0,82,2,4,4,2,2,13142,24439,3,0,16,3,2,0,29,1,2,5,2,0,3
2442,18,0,0,1124,1,1,3,1,2443,4,0,97,3,1,2,4,2,1611,19305,1,0,15,3,3,0,0,5,4,0,0,0,0
2443,35,0,2,817,1,1,3,3,2444,4,0,60,2,2,2,4,1,5363,10846,0,0,12,3,2,1,10,0,3,9,7,0,0
2444,27,0,1,793,2,2,1,1,2445,4,1,43,1,2,7,4,2,5071,20392,3,0,20,4,2,0,8,3,3,6,2,0,0
2445,55,1,2,267,2,13,4,2,2446,1,1,85,4,4,7,3,2,13695,9277,6,1,17,3,3,0,24,2,2,19,7,3,8
2446,56,0,2,1369,1,23,3,1,2447,4,1,68,3,4,4,2,1,13402,18235,4,1,12,3,1,1,33,0,3,19,16,15,9
2447,34,0,0,999,1,26,1,5,2448,1,0,92,2,1,6,3,0,2029,15891,1,0,20,4,3,3,5,2,3,5,4,0,0
2448,40,0,2,1202,1,2,1,3,2449,2,0,89,4,2,0,3,0,6377,13888,5,0,20,4,2,3,15,0,3,12,11,11,8
2449,34,0,2,285,1,29,3,3,2450,2,1,86,3,2,2,3,1,5429,17491,4,0,13,3,1,2,10,1,3,8,7,7,7
2450,31,1,1,703,2,2,3,1,2451,3,0,90,2,1,8,4,2,2785,11882,7,0,14,3,3,0,3,3,4,1,0,0,0
2451,35,1,1,662,2,18,4,2,2452,4,0,67,3,2,7,3,1,4614,23288,0,1,18,3,3,1,5,0,2,4,2,3,2
2452,38,0,1,693,1,7,3,1,2453,4,1,57,4,1,6,3,0,2610,15748,1,0,11,3,4,3,4,2,3,4,2,0,3
